video_id,video_path,begin_frame,end_frame,captions,subject,predicate,object
v_hJn5L1nrkL4,https://www.youtube.com/watch?v=hJn5L1nrkL4,57.29000092,60.83000183, He continues dancing and goes towards his opponent to mock him.,He,continues,opponent
v_hJn5L1nrkL4,https://www.youtube.com/watch?v=hJn5L1nrkL4,60.83000183,67.19000244, He then goes back to the table tennis table.,He,goes,table
v_JTGS1YulUQw,https://www.youtube.com/watch?v=JTGS1YulUQw,0,25.22999954,A close up of booklets are shown with a person flipping them open and reading.,close,shown,booklets
v_JTGS1YulUQw,https://www.youtube.com/watch?v=JTGS1YulUQw,21.40999985,56.20000076, The woman marks a name down and peels it off to put on a sock.,woman,marks,name
v_JTGS1YulUQw,https://www.youtube.com/watch?v=JTGS1YulUQw,52.75999832,74.93000031, The woman then lays an iron over the name and peels off the paper to show how to properly label a gift.,woman,lays,iron
v_cEHyZzBsWnw,https://www.youtube.com/watch?v=cEHyZzBsWnw,0,17.36000061,A female weightlifter lifts a barbell with her legs.,,lifts,legs
v_cEHyZzBsWnw,https://www.youtube.com/watch?v=cEHyZzBsWnw,26.04000092,87.43000031," She gets it to her stomach, then pulls.",She,gets,it
v_cEHyZzBsWnw,https://www.youtube.com/watch?v=cEHyZzBsWnw,90.52999878,124.0100021," She goes up and down, working her abdominals.",She,goes,abdominals
v_abjQ1EyqJuw,https://www.youtube.com/watch?v=abjQ1EyqJuw,0.569999993,13.98999977,"As the camera walks, it was showing the well maintained hedges, at the center of two hedges is a narrow path leading to a wider field surrounded by more hedges.",it,is,hedges
v_abjQ1EyqJuw,https://www.youtube.com/watch?v=abjQ1EyqJuw,6.429999828,33.27999878," On one side of the hedge is a man in black shirt, he is standing on a ladder, he is trimming the hedges.",he,trimming,side
v_abjQ1EyqJuw,https://www.youtube.com/watch?v=abjQ1EyqJuw,31.95000076,37.81999969," Near the man is an empty bench, on the side are more well trimmed hedges.",,is,man
v_Fz1NCLAB8bA,https://www.youtube.com/watch?v=Fz1NCLAB8bA,0,26.35000038,"Five products are aligned on a table,illustrating the products needed to shave.",products,aligned,table
v_Fz1NCLAB8bA,https://www.youtube.com/watch?v=Fz1NCLAB8bA,26.35000038,40.43999863,"A young white male walks into the bathroom,turns on the water and begins to rub his beard.",male,turns,bathroom
v_Fz1NCLAB8bA,https://www.youtube.com/watch?v=Fz1NCLAB8bA,40.43999863,65.56999969,A series of different forms of the product is shown and then the man prepares his skin with oil and puts it around his beard.,series,shown,forms
v_Fz1NCLAB8bA,https://www.youtube.com/watch?v=Fz1NCLAB8bA,65.56999969,82.11000061,Next comes the brush and he adds some white cream to it to lather up his hair.,Next,comes,cream
v_Fz1NCLAB8bA,https://www.youtube.com/watch?v=Fz1NCLAB8bA,82.72000122,99.26999664,"Finally,it is time to shave and the beard is taken completely down.",it,is,
v_Fz1NCLAB8bA,https://www.youtube.com/watch?v=Fz1NCLAB8bA,98.04000092,122.5599976,"For the finishing touches,lotion is added and the man is now dressed in a suit ready to go.",lotion,added,touches
v_UMS4-qifK9A,https://www.youtube.com/watch?v=UMS4-qifK9A,0,2.960000038,A man sits down in front of a bed.,man,sits,front
v_UMS4-qifK9A,https://www.youtube.com/watch?v=UMS4-qifK9A,2.960000038,51.11000061, He starts to play an electric guitar.,He,starts,guitar
v_UMS4-qifK9A,https://www.youtube.com/watch?v=UMS4-qifK9A,52.45999908,53.79999924, He finishes playing and stands up.,He,finishes,
v_ZNUkzdw2EeI,https://www.youtube.com/watch?v=ZNUkzdw2EeI,0,47.29000092,An athletic man is seen stepping up to a circle and throwing a discuss off into the distance.,man,seen,circle
v_ZNUkzdw2EeI,https://www.youtube.com/watch?v=ZNUkzdw2EeI,47.99000168,111.9800034, He then runs excitedly while cameras follow him and shown other athletes spinning the disk.,He,runs,him
v_ZNUkzdw2EeI,https://www.youtube.com/watch?v=ZNUkzdw2EeI,113.3700027,139.1000061, More shots are shown of people celebrating and the athlete runs into the stands.,shots,runs,people
v_oEd7WT4mVSE,https://www.youtube.com/watch?v=oEd7WT4mVSE,0,11.53999996,A woman is sitting at a table using a hookah while another woman makes silly faces and gestures behind her.,woman,sitting,table
v_oEd7WT4mVSE,https://www.youtube.com/watch?v=oEd7WT4mVSE,47.16999817,55.74000168, The woman with the camera turns it to face herself before aiming it back toward the other women.,woman,turns,camera
v_oEd7WT4mVSE,https://www.youtube.com/watch?v=oEd7WT4mVSE,12.19999981,26.05999947, They speak animatedly with the person behind the camera.,They,speak,person
v_oEd7WT4mVSE,https://www.youtube.com/watch?v=oEd7WT4mVSE,27.04999924,47.5, There is a close up of the items on the table in front of them.,,is,items
v_oEd7WT4mVSE,https://www.youtube.com/watch?v=oEd7WT4mVSE,56.06999969,65.97000122, One of the women coughs as a cloud of smoke hits her in the face.,One,hits,coughs
v_Lmne5ZF0McI,https://www.youtube.com/watch?v=Lmne5ZF0McI,0,45.65000153,man is jumping wearing stilts on a sidewalk.,man,jumping,stilts
v_Lmne5ZF0McI,https://www.youtube.com/watch?v=Lmne5ZF0McI,0,45.88000107, man is wearing white sweater and stilts and is in a green grassy park.,man,wearing,sweater
v_Lmne5ZF0McI,https://www.youtube.com/watch?v=Lmne5ZF0McI,0.230000004,45.88000107, a calm green grassy field is behind the man wearinf stilts.,field,is,stilts
v_tbOIyG1RCUI,https://www.youtube.com/watch?v=tbOIyG1RCUI,0,12.82999992,A blindfolded man wearing boxing gloves is seen hitting a punching bag while many watch him on the sides.,man,seen,gloves
v_tbOIyG1RCUI,https://www.youtube.com/watch?v=tbOIyG1RCUI,7.309999943,13.59000015, He continues punching when a person on the roof pulls the bag up higher.,He,continues,roof
v_r82RY124wVY,https://www.youtube.com/watch?v=r82RY124wVY,1.5,4.010000229,A woman is standing on a tennis court talking.,woman,standing,court
v_r82RY124wVY,https://www.youtube.com/watch?v=r82RY124wVY,10.52000046,16.52000046, She begins to play tennis on the court.,She,begins,tennis
v_r82RY124wVY,https://www.youtube.com/watch?v=r82RY124wVY,33.04999924,97.63999939, She serves a tennis ball across the court several times.,She,serves,ball
v_9eqfQyr3J7k,https://www.youtube.com/watch?v=9eqfQyr3J7k,0,7.400000095,Several people are outside in a ski resort sitting on the tubes.,people,are,resort
v_9eqfQyr3J7k,https://www.youtube.com/watch?v=9eqfQyr3J7k,7.400000095,18.62999916,"After,the three individuals in the front,are pulled down the slope and they begin to slide down.",individuals,pulled,front
v_9eqfQyr3J7k,https://www.youtube.com/watch?v=9eqfQyr3J7k,18.62999916,26.43000031,"Once they are off,the man who pushed him down walks away and more people begin to go down.",they,walks,him
v_GQVqSLs2Ulg,https://www.youtube.com/watch?v=GQVqSLs2Ulg,2.140000105,41.43000031,A man is seen holding a glass while speaking to the camera when another man walks in and begins painting the wall.,man,seen,glass
v_GQVqSLs2Ulg,https://www.youtube.com/watch?v=GQVqSLs2Ulg,25.62999916,81.58000183, The man continues to paint up and down the wall while the camera captures him and the other man walks away.,man,continues,wall
v_K2l7ops-tno,https://www.youtube.com/watch?v=K2l7ops-tno,0,7.670000076,A man is placing tiles on the floor.,man,placing,tiles
v_K2l7ops-tno,https://www.youtube.com/watch?v=K2l7ops-tno,82.72000122,109.5699997," A man rolls a pressure roller over the finished floor before the woman returns, speaking about the finished product.",man,rolls,roller
v_K2l7ops-tno,https://www.youtube.com/watch?v=K2l7ops-tno,14.23999977,31.77000046," A woman appears, removing tiles from a box and talking about them.",woman,appears,tiles
v_K2l7ops-tno,https://www.youtube.com/watch?v=K2l7ops-tno,35.61000061,81.08000183," The woman kneels onto the ground, cutting and applying tiles.",woman,kneels,ground
v_mB90PudOrnU,https://www.youtube.com/watch?v=mB90PudOrnU,0,27.37999916,A girl is giving a small dog a bath.,girl,giving,bath
v_mB90PudOrnU,https://www.youtube.com/watch?v=mB90PudOrnU,20.26000023,21.48999977, She has an orange bottle in her hand.,She,has,bottle
v_g7IZWqeyM20,https://www.youtube.com/watch?v=g7IZWqeyM20,0,2.950000048,"A white intro screen appears with a red,white and black art swirl on the left side red and black words on the right that say ""England Squash&Racketball"" and the website in black at the bottom.",screen,appears,swirl
v_g7IZWqeyM20,https://www.youtube.com/watch?v=g7IZWqeyM20,110.8099976,117.8899994,The outro screen appears and it's exactly like the white intro screen.,screen,appears,screen
v_g7IZWqeyM20,https://www.youtube.com/watch?v=g7IZWqeyM20,2.950000048,110.8099976,"A man appears with a racket and he's talking to the camera as he hits a racketball then various small clips play afterwards that include him hitting the racketball as well as various other people playing, too.",man,appears,racket
v_T49ZxNX1DFM,https://www.youtube.com/watch?v=T49ZxNX1DFM,4.079999924,43.75999832,There are people throwing balls to each other in the pool.,,are,balls
v_T49ZxNX1DFM,https://www.youtube.com/watch?v=T49ZxNX1DFM,30.04999924,43.75999832, there are people swimming to the other side of the pool.,,are,side
v_jUPbimyUndA,https://www.youtube.com/watch?v=jUPbimyUndA,0,4.880000114,woman is walking wearing a bikini and eating a chocolate is snowy day.,woman,walking,bikini
v_jUPbimyUndA,https://www.youtube.com/watch?v=jUPbimyUndA,4.579999924,12.84000015, woman is in a restaurant wearing a bikini and two aiter are watching her.,woman,is,restaurant
v_jUPbimyUndA,https://www.youtube.com/watch?v=jUPbimyUndA,12.93000031,19.89999962, woman walks in a airport eating a restaurant.,woman,walks,airport
v_jUPbimyUndA,https://www.youtube.com/watch?v=jUPbimyUndA,0,4.579999924, people are in sidewalk watching the girl walks.,people,are,sidewalk
v_7lv1VOxIng4,https://www.youtube.com/watch?v=7lv1VOxIng4,0,233.8000031,A little girl is putting makeup on her face.,girl,putting,makeup
v_7lv1VOxIng4,https://www.youtube.com/watch?v=7lv1VOxIng4,71.30999756,88.83999634, She puts lipstick on her lips.,She,puts,lipstick
v_7lv1VOxIng4,https://www.youtube.com/watch?v=7lv1VOxIng4,106.3799973,149.6300049, She puts mascara on her eyelashes.,She,puts,mascara
v_7lv1VOxIng4,https://www.youtube.com/watch?v=7lv1VOxIng4,163.6600037,173.0099945, She sprays body spray on her shirt.,She,sprays,spray
v_7lv1VOxIng4,https://www.youtube.com/watch?v=7lv1VOxIng4,189.3800049,224.4499969, She puts eye shadow on her eyes.,She,puts,shadow
v_iE3I2ICIvHE,https://www.youtube.com/watch?v=iE3I2ICIvHE,0,23.65999985,A gymnast is seen standing ready before a beam and then jumping on to perform a routine.,gymnast,seen,beam
v_iE3I2ICIvHE,https://www.youtube.com/watch?v=iE3I2ICIvHE,17.12000084,100.6800003," The girl then performs several flips and tricks on the beam, ending with her jumping off the side with her legs together and holding her arms up.",girl,performs,flips
v_-AjZCBMb4qU,https://www.youtube.com/watch?v=-AjZCBMb4qU,0,56.02000046,"A girl is seating in front of a table, playing an accordian.",girl,is,front
v_-AjZCBMb4qU,https://www.youtube.com/watch?v=-AjZCBMb4qU,58.93999863,116.6999969, She stares at the camera as she plays the keyboard and pulls the accordian in and out.,She,stares,camera
v_RisNywzGXt8,https://www.youtube.com/watch?v=RisNywzGXt8,0,4.449999809,A lady pulls and fixes her outfit.,lady,pulls,outfit
v_RisNywzGXt8,https://www.youtube.com/watch?v=RisNywzGXt8,9.210000038,61.61999893, The lady tries on shoes while standing and sitting.,lady,tries,shoes
v_RisNywzGXt8,https://www.youtube.com/watch?v=RisNywzGXt8,6.989999771,8.890000343, The lady messes with her hair.,,messes,hair
v_IT9uvR9yjxI,https://www.youtube.com/watch?v=IT9uvR9yjxI,0,39.29000092,An intro is shown of maps and a house close up.,intro,shown,maps
v_IT9uvR9yjxI,https://www.youtube.com/watch?v=IT9uvR9yjxI,38.72999954,72.48999786, Afterwards a close up of a roof is shown as well as logos.,close,shown,roof
v_IT9uvR9yjxI,https://www.youtube.com/watch?v=IT9uvR9yjxI,76.91000366,109.0100021, More pictures are shown of trucks parked as well as logos.,pictures,shown,trucks
v_YRRcCaxIoR4,https://www.youtube.com/watch?v=YRRcCaxIoR4,0,2.930000067,Pole Vault Greats is on the screen.,Greats,is,screen
v_YRRcCaxIoR4,https://www.youtube.com/watch?v=YRRcCaxIoR4,2.930000067,97.56999969,  There are several scenes of men and women pole vaulting.,,are,men
v_F4eF_nO2UFs,https://www.youtube.com/watch?v=F4eF_nO2UFs,0,6.449999809,We see an opening title screen.,We,see,screen
v_F4eF_nO2UFs,https://www.youtube.com/watch?v=F4eF_nO2UFs,112.8799973,131.1600037, We see the man put a tire on the bike.,We,see,tire
v_F4eF_nO2UFs,https://www.youtube.com/watch?v=F4eF_nO2UFs,206.4199982,208.5700073, We then see the finished bike.,We,see,bike
v_F4eF_nO2UFs,https://www.youtube.com/watch?v=F4eF_nO2UFs,6.449999809,207.4900055, Tools sit on a table and we see a person unpack a bike and assemble it.,Tools,sit,table
v_F4eF_nO2UFs,https://www.youtube.com/watch?v=F4eF_nO2UFs,134.3899994,172.0099945, A person tightens the holds on the handlebars.,person,tightens,holds
v_F4eF_nO2UFs,https://www.youtube.com/watch?v=F4eF_nO2UFs,175.2400055,206.4199982, The man puts grease on the paddles and installs them before airing the tires.,man,puts,grease
v_F4eF_nO2UFs,https://www.youtube.com/watch?v=F4eF_nO2UFs,212.8699951,215.0200043, The ending title screen is shown.,screen,shown,
v_ux4iT6vQQb0,https://www.youtube.com/watch?v=ux4iT6vQQb0,0,24.87000084,People run motocross on a bumpy road in the wood.,People,run,road
v_ux4iT6vQQb0,https://www.youtube.com/watch?v=ux4iT6vQQb0,24.87000084,40.22999954, A person climbs a bump with a motorcycle.,person,climbs,bump
v_ux4iT6vQQb0,https://www.youtube.com/watch?v=ux4iT6vQQb0,40.22999954,71.68000031, Also people rides motorcycles on an unpaved flat surface.,people,rides,motorcycles
v_OtcJMIJTTx4,https://www.youtube.com/watch?v=OtcJMIJTTx4,0,4.690000057,A little girl stands on a diving board.,girl,stands,board
v_OtcJMIJTTx4,https://www.youtube.com/watch?v=OtcJMIJTTx4,4.769999981,7.960000038,"Then the little girl jumps, flip and dives in the swimming pool.",girl,jumps,pool
v_OtcJMIJTTx4,https://www.youtube.com/watch?v=OtcJMIJTTx4,0,8.079999924, People are in the swimming pool.,People,are,pool
v_WltsIClflnA,https://www.youtube.com/watch?v=WltsIClflnA,0,13.43000031,kid is swinging on a playground.,kid,swinging,playground
v_WltsIClflnA,https://www.youtube.com/watch?v=WltsIClflnA,13.43000031,59.22999954, woman runs to the swings and sits.,woman,runs,swings
v_WltsIClflnA,https://www.youtube.com/watch?v=WltsIClflnA,60.25999832,68.87000275, woman stands and foot up.,woman,stands,
v_EOSvdsejPQQ,https://www.youtube.com/watch?v=EOSvdsejPQQ,7.909999847,33.79000092,A man is sitting on the stairs playing a harmonica.,man,sitting,stairs
v_EOSvdsejPQQ,https://www.youtube.com/watch?v=EOSvdsejPQQ,33.06999969,133.0200043, He stands up and continues playing it.,He,stands,it
v_EOSvdsejPQQ,https://www.youtube.com/watch?v=EOSvdsejPQQ,133.7400055,143.8000031, Words come up on the screen.,Words,come,screen
v_JBTiD2-FcR0,https://www.youtube.com/watch?v=JBTiD2-FcR0,0,7.019999981,A closeup of a bag of cement mix is shown.,closeup,shown,bag
v_JBTiD2-FcR0,https://www.youtube.com/watch?v=JBTiD2-FcR0,7.519999981,11.77999973, One man adds water into a container while another watches.,man,adds,water
v_JBTiD2-FcR0,https://www.youtube.com/watch?v=JBTiD2-FcR0,12.52999973,22.29999924, The first man pours the cement mix into the container.,man,pours,mix
v_JBTiD2-FcR0,https://www.youtube.com/watch?v=JBTiD2-FcR0,12.52999973,32.31999969, The second man uses a mixer on the container.,man,uses,mixer
v_JBTiD2-FcR0,https://www.youtube.com/watch?v=JBTiD2-FcR0,32.81999969,50.11000061, one of the men applies the mixture to a wall.,one,applies,men
v_Tovbyt_ZiIc,https://www.youtube.com/watch?v=Tovbyt_ZiIc,0,6.099999905,Opening credits show the description of the video.,credits,show,description
v_Tovbyt_ZiIc,https://www.youtube.com/watch?v=Tovbyt_ZiIc,6.099999905,35.59999847, A woman waves her hand and acknowledges her hair and face as she continues to talk.,woman,waves,hand
v_Tovbyt_ZiIc,https://www.youtube.com/watch?v=Tovbyt_ZiIc,35.59999847,186.1600037, The woman has her hair down and starts styling her hair.,woman,has,hair
v_Tovbyt_ZiIc,https://www.youtube.com/watch?v=Tovbyt_ZiIc,186.1600037,203.4499969, She completes styling her hair and continues to talk.,She,completes,hair
v_gV6W0rAHyZg,https://www.youtube.com/watch?v=gV6W0rAHyZg,8.289999962,118.4199982,There's a man in a white shirt standing in an open field doing a tutorial for Expert Village on how to play lacrosse.,,"""s""",shirt
v_gV6W0rAHyZg,https://www.youtube.com/watch?v=gV6W0rAHyZg,19.54000092,108.3600006, He is holding a lacrosse stick in his hands as he explains the techniques of the game.,He,holding,stick
v_gV6W0rAHyZg,https://www.youtube.com/watch?v=gV6W0rAHyZg,42.04000092,100.0699997, He makes hand gestures to demonstrate the correct method of holding the lacrosse stick for effective playing technique.,He,makes,method
v_bX8QXK9mjKA,https://www.youtube.com/watch?v=bX8QXK9mjKA,0,10.25,A large group of people are at a carnival playing in their own bumper cars and a few of them bump into one another and come to a stop.,group,are,people
v_bX8QXK9mjKA,https://www.youtube.com/watch?v=bX8QXK9mjKA,10.25,13.46000004,They laugh and begin to pull their bumper cars away from one another.,They,laugh,cars
v_bX8QXK9mjKA,https://www.youtube.com/watch?v=bX8QXK9mjKA,13.46000004,60.88000107, The people start driving around again where they all continue to either bump into one another or just drive around.,people,start,one
v_bX8QXK9mjKA,https://www.youtube.com/watch?v=bX8QXK9mjKA,60.88000107,64.08999634, Eventually all the bumper cars come to a complete stop and the ride is over.,cars,come,stop
v_BFICeyu5oMM,https://www.youtube.com/watch?v=BFICeyu5oMM,0,45.40000153,Ingredients are sitting on a wooden block.,Ingredients,sitting,block
v_BFICeyu5oMM,https://www.youtube.com/watch?v=BFICeyu5oMM,19.61000061,95.97000122, A person starts mixing the ingredients together.,person,starts,ingredients
v_BFICeyu5oMM,https://www.youtube.com/watch?v=BFICeyu5oMM,102.1600037,103.1900024, Words come onto the screen at the end.,Words,come,screen
v_rF1n8L571vM,https://www.youtube.com/watch?v=rF1n8L571vM,0,6.659999847,A logo with engine pistons is seen and a disclaimer is shown.,logo,seen,pistons
v_rF1n8L571vM,https://www.youtube.com/watch?v=rF1n8L571vM,7.5,157.3999939, Two women in gym exercise pants ride on stationary bikes in a gym together.,women,ride,pants
v_i9g2MGNUVQI,https://www.youtube.com/watch?v=i9g2MGNUVQI,1.460000038,51.52000046,A woman is seen speaking to the camera and leads into the news interviewing a man.,woman,seen,camera
v_i9g2MGNUVQI,https://www.youtube.com/watch?v=i9g2MGNUVQI,44.22999954,94.76999664, Several shots are then shown of two bulls fighting other while others watch and speak to the camera.,shots,shown,bulls
v_Uofnmkfohkc,https://www.youtube.com/watch?v=Uofnmkfohkc,0,27.09000015,A young child is seen riding a skateboard down a road following a group of older boys.,child,seen,skateboard
v_Uofnmkfohkc,https://www.youtube.com/watch?v=Uofnmkfohkc,27.75,69.37000275, Several shots of him riding around are shown as well as him failing and riding more.,shots,shown,him
v_Uofnmkfohkc,https://www.youtube.com/watch?v=Uofnmkfohkc,70.69000244,132.1399994, He fist bumps the camera man and more shots are shown of him riding around.,He,shown,
v_F2Igw6lvqwk,https://www.youtube.com/watch?v=F2Igw6lvqwk,0.49000001,45.93000031,A girl is sitting at the bottom of the stairs while trying to put her shoes on.,girl,sitting,bottom
v_F2Igw6lvqwk,https://www.youtube.com/watch?v=F2Igw6lvqwk,6.420000076,33.34000015," She looks off in the distance in a disgusted manor, at the same time appearing quite distracted.",She,looks,distance
v_F2Igw6lvqwk,https://www.youtube.com/watch?v=F2Igw6lvqwk,40.99000168,49.38999939, She finishes by tying up her shoe laces and laughing to herself and the person filming her.,She,finishes,laces
v_BhxKjirVF4Y,https://www.youtube.com/watch?v=BhxKjirVF4Y,8.510000229,17.01000023,A woman dressed in gym clothes is doing a tutorial on spinning in a gym.,woman,doing,clothes
v_BhxKjirVF4Y,https://www.youtube.com/watch?v=BhxKjirVF4Y,17.01000023,27.11000061, She is demonstrating the dumbbells that she will be using.,She,demonstrating,dumbbells
v_BhxKjirVF4Y,https://www.youtube.com/watch?v=BhxKjirVF4Y,27.11000061,44.11999893, She then demonstrates the exercise bike and continues to bike along with some other women at the gym.,She,demonstrates,bike
v_BhxKjirVF4Y,https://www.youtube.com/watch?v=BhxKjirVF4Y,44.11999893,91.97000122, She explains how to do some rigorous exercise on the bike.,She,explains,exercise
v_BhxKjirVF4Y,https://www.youtube.com/watch?v=BhxKjirVF4Y,91.97000122,106.3199997, there are several other women who are also biking on the exercise bike with her.,who,are,bike
v_cmM0li5O1t0,https://www.youtube.com/watch?v=cmM0li5O1t0,0,26.75,We see a little girl water skiing.,We,see,skiing
v_cmM0li5O1t0,https://www.youtube.com/watch?v=cmM0li5O1t0,0,0.270000011, We see a man holding a child water skiing.,We,see,man
v_cmM0li5O1t0,https://www.youtube.com/watch?v=cmM0li5O1t0,0.939999998,5.889999866," The man lets go, and grabs her jacket again.",man,go,jacket
v_cmM0li5O1t0,https://www.youtube.com/watch?v=cmM0li5O1t0,11.77000046,14.97999954,  The man points to the skis.,man,points,skis
v_cmM0li5O1t0,https://www.youtube.com/watch?v=cmM0li5O1t0,20.45999908,25.54999924, The man lefts go and grabs the jacket again.,lefts,man,jacket
v_igwT-3gprOI,https://www.youtube.com/watch?v=igwT-3gprOI,0,15.40999985,A woman is shown talking to the camera with her hands and the camera pointing to a building.,woman,shown,camera
v_igwT-3gprOI,https://www.youtube.com/watch?v=igwT-3gprOI,13.69999981,114.1699982, She stands in front of the building doing a several little dances and continues this in front of several buildings and locations.,She,stands,front
v_yVK-GMdc9UA,https://www.youtube.com/watch?v=yVK-GMdc9UA,0,2.400000095,A man is smiling at the camera.,man,smiling,camera
v_yVK-GMdc9UA,https://www.youtube.com/watch?v=yVK-GMdc9UA,2.400000095,27.22999954, He is ironing clothes on an ironing board.,He,ironing,clothes
v_yVK-GMdc9UA,https://www.youtube.com/watch?v=yVK-GMdc9UA,27.76000023,53.38000107, He flips the clothes over and irons the other side.,He,flips,clothes
v_gU81ZXdYh7o,https://www.youtube.com/watch?v=gU81ZXdYh7o,0,5.090000153,A boy in an orange shirt is standing in a room.,boy,standing,shirt
v_gU81ZXdYh7o,https://www.youtube.com/watch?v=gU81ZXdYh7o,0.230000004,5.090000153, He starts punching a punching bag.,He,starts,bag
v_gU81ZXdYh7o,https://www.youtube.com/watch?v=gU81ZXdYh7o,0.889999986,5.090000153, The punching bag moves in the air.,,moves,air
v_-Wmrg_0jxA8,https://www.youtube.com/watch?v=-Wmrg_0jxA8,0,40.99000168,A circle is formed of several children who are talking and banging each other in the head with foam mallets.,circle,formed,children
v_-Wmrg_0jxA8,https://www.youtube.com/watch?v=-Wmrg_0jxA8,48.43999863,93.16000366, The other people laugh as they watch.,people,laugh,
v_BwwjQZDn3NE,https://www.youtube.com/watch?v=BwwjQZDn3NE,0,17.80999947,A man is seen outside dancing to himself while wiping a rag on the car.,man,seen,dancing
v_BwwjQZDn3NE,https://www.youtube.com/watch?v=BwwjQZDn3NE,50.47000122,65.97000122, The man moves to the front of the car followed by taking his shirt off and waving to the camera.,man,moves,front
v_BwwjQZDn3NE,https://www.youtube.com/watch?v=BwwjQZDn3NE,12.52999973,51.13000107, The weather is pouring rain and the man continues to dance around the car holding a rag.,weather,pouring,rain
v_XKvzx2cD9KY,https://www.youtube.com/watch?v=XKvzx2cD9KY,7.320000172,140.5700073,There is a large crowd shown clapping and two hosts speaking in the beginning.,,is,clapping
v_XKvzx2cD9KY,https://www.youtube.com/watch?v=XKvzx2cD9KY,49.04999924,140.5700073, A line of  men are then shown wearing sumo wrestling outfits.,line,shown,men
v_XKvzx2cD9KY,https://www.youtube.com/watch?v=XKvzx2cD9KY,77.61000061,140.5700073, Two people get inside of the ring and begin fighting.,people,get,ring
v_XKvzx2cD9KY,https://www.youtube.com/watch?v=XKvzx2cD9KY,79.06999969,140.5700073, The two people grab each other's necks and try to knock their opponent down to the ground.,people,grab,necks
v_2wUKu5UIHmI,https://www.youtube.com/watch?v=2wUKu5UIHmI,0,41.86000061,The camera captures a close up of an older woman putting makeup on and smacking her lips to the camera.,camera,captures,close
v_2wUKu5UIHmI,https://www.youtube.com/watch?v=2wUKu5UIHmI,39.84000015,100.8700027, She then puts mascara on as well as more lipstick and nods her head back and fourth smiling.,She,puts,mascara
v_hmT9H0IjiGs,https://www.youtube.com/watch?v=hmT9H0IjiGs,14.01000023,46.34000015,A man wearing a white hat is demonstrating how to make a Caribbean drink.,man,demonstrating,hat
v_hmT9H0IjiGs,https://www.youtube.com/watch?v=hmT9H0IjiGs,46.34000015,63.59000015, He shows a bowl filled with citrus fruits.,He,shows,bowl
v_hmT9H0IjiGs,https://www.youtube.com/watch?v=hmT9H0IjiGs,172.4400024,195.0700073, He finally adds a bowl full of water and stirs it well.,He,adds,bowl
v_hmT9H0IjiGs,https://www.youtube.com/watch?v=hmT9H0IjiGs,63.59000015,85.13999939, He takes a lemon juicer and some lemons and limes and oranges.,He,takes,juicer
v_hmT9H0IjiGs,https://www.youtube.com/watch?v=hmT9H0IjiGs,85.13999939,106.6999969, He then juices the oranges and lemon on the juicer.,He,juices,oranges
v_hmT9H0IjiGs,https://www.youtube.com/watch?v=hmT9H0IjiGs,106.6999969,132.5599976, He then empties the juice a large cocktail bowl.,He,empties,juice
v_hmT9H0IjiGs,https://www.youtube.com/watch?v=hmT9H0IjiGs,132.5599976,151.9600067, He adds rum to the juice along with some vanilla extract.,He,adds,rum
v_hmT9H0IjiGs,https://www.youtube.com/watch?v=hmT9H0IjiGs,151.9600067,172.4400024, He also mixes in sugar and rum and whisks the drink.,He,mixes,sugar
v_hmT9H0IjiGs,https://www.youtube.com/watch?v=hmT9H0IjiGs,195.0700073,205.8500061, He pours the beverage in cocktail glasses and places it on the kitchen counter.,He,pours,beverage
v_sV6NoTdFaPE,https://www.youtube.com/watch?v=sV6NoTdFaPE,0.860000014,27.60000038,A young woman is seen speaking to the camera while holding onto a field hockey stick.,woman,seen,camera
v_sV6NoTdFaPE,https://www.youtube.com/watch?v=sV6NoTdFaPE,27.60000038,63.81999969, The girl then hits the ball all around the yard while the camera follows.,girl,hits,ball
v_sV6NoTdFaPE,https://www.youtube.com/watch?v=sV6NoTdFaPE,57.34999847,82.79000092, She continues to hit the ball around and stops to look at the camera.,She,continues,ball
v_KwhqAV_0o40,https://www.youtube.com/watch?v=KwhqAV_0o40,0,61.16999817,A man dressed in snow gear is standing on a frozen body of water and bending over as he looks into a fish hole that his fishing pole is in.,man,standing,gear
v_KwhqAV_0o40,https://www.youtube.com/watch?v=KwhqAV_0o40,61.16999817,144.1399994,"The man pulls on his fishing pole, goes on his knees, and continues to slowly pull the fishing pole up and the camera man who had already put the camera down bends down and grabs the fish and places it onto the ice.",man,pulls,pole
v_KwhqAV_0o40,https://www.youtube.com/watch?v=KwhqAV_0o40,144.1399994,167.6000061,"The man picks the camera up and angles the camera towards the fish on the ice and the man who was fishing is smiling, unhooks the fish then holds it up in the air.",man,picks,camera
v_hRoHfDR4-e0,https://www.youtube.com/watch?v=hRoHfDR4-e0,7.110000134,40.29999924,"People handles bulls in a rodeo ring, a man is throw to the air by a bull.",People,handles,bulls
v_hRoHfDR4-e0,https://www.youtube.com/watch?v=hRoHfDR4-e0,41.49000168,126.8399963, People are throw by bulls to the ground while jumping and kicking with the back legs while people watch the rodeo.,People,throw,bulls
v_hRoHfDR4-e0,https://www.youtube.com/watch?v=hRoHfDR4-e0,126.8399963,235.8899994, Several people riding bulls are throw to the ground while other people distract the bulls that jumps and kicks.,people,throw,bulls
